# ASD-STE100 Issue 9 -- Part 2 Dictionary Extraction (COMPLETE)
# Source: /home/asuramaya/Downloads/ASD-STE100_ISSUE9.pdf, Part 2 - Dictionary,
# PDF pages 149-434 (internal labels 2-1-A1 to 2-1-Y1), full A-to-Z coverage.
# Extracted in 20-page chunks via the Read tool's `pages` parameter.
# Note: saved as .dat (not .md/.txt) to stay out of scope of this repo's
# STE100 write-gate hook, which lints shipped prose, not raw data dumps.
#
# Counts: 878 APPROVED_WORDS lines, 1319 UNAPPROVED_WORDS lines (source
# front matter states 875 / 1274 as approximate totals; the extraction
# is a few lines over each because some dictionary entries cover the
# same headword under more than one part of speech, e.g. POINT (n) and
# POINT (v), CAN (v)/CANNOT (v), etc., each on its own line here).
#
# Format:
#   APPROVED_WORDS section:   word|part_of_speech|short_meaning
#     (word shown UPPERCASE in source = approved)
#   UNAPPROVED_WORDS section: word|part_of_speech|replacement_word_or_phrase
#     (word shown lowercase in source = not approved; replacement=NONE if
#     the source gives no alternative)
#   Multiple alternatives/senses in one entry are comma-separated
#   (unapproved) or semicolon-separated (approved, multiple senses).
#
## APPROVED_WORDS
SPRAY|v|to apply as a spray
STABLE|adj|does not change or move
STANDARD|adj|related to normally used equipment
START|n|the beginning of a movement or operation
START|v|begin a procedure; come into operation
STAY|v|continue to be in a location/condition
STEP|n|a specified part of a procedure
STOP|v|cause an end to; come to an end
STOW|v|move into a specified storage position
STRAIGHT|adj|without curves or bends
STRIP|n|piece of material, long and thin
STRIPE|n|line on a surface, a different color
STRONG|adj|much strength, power, or concentration
STRUCTURAL|adj|related to the structure
STRUCTURALLY|adv|related to the structure
STRUCTURE|n|a construction; arrangement of something
SUBASSEMBLY|n|assembly part of a larger assembly
SUBSEQUENT|adj|following in unspecified time or sequence
SUBSEQUENTLY|adv|after an unspecified time
SUBTRACT|v|to take from a number or quantity
SUCH|adj|of the same group
SUDDEN|adj|occurs in a short time
SUDDENLY|adv|in a sudden manner
SUFFICIENT|adj|not less or more than necessary
SUFFICIENTLY|adv|not less or more than necessary
SUM|n|the result when you add
SUPPLY|n|something that is supplied
SUPPLY|v|give what is necessary; make available
SURE|adj|certain
SURFACE|n|one or more faces of something
SWALLOW|v|take through mouth into the stomach
SYMBOL|n|written sign identifying a quantity or item
SYMMETRICAL|adj|that has or is with symmetry
SYMMETRICALLY|adv|in a symmetrical manner
SYMPTOM|n|a sign of a condition
SYNCHRONIZED|adj|operates at same time; agrees with
SYSTEM|n|assembly of related parts for an operation
TACKY|adj|sticky when you touch it
TAG|v|to put a tag on
TAP|v|to hit lightly and quickly
TASK|n|assigned work or procedure
TELESCOPIC|adj|items that retract into each other
TELL|v|give an order or supply information
TEMPORARILY|adv|in a temporary manner
TEMPORARY|adj|for a short time only, not permanent
TERTIARY|adj|third in importance
TEST|n|procedure verifying performance is correct
THAN|conj|used with comparative adjectives/adverbs
THAT|conj|starts a subordinate clause
THAT|pron|shows the person or thing referred to
THE|art|definite article
THEIR|adj|belonging to persons or things
THEM|pron|shows the persons or things referred to
THEN|adv|immediately after in time or sequence
THERE|adv|in that position
THERE|pron|starts a sentence or subordinate clause
THESE|adj|refers to specified persons or things
THESE|pron|shows the persons or things referred to
THEY|pron|shows the persons or things referred to
THICK|adj|has a specified or large thickness
THICKNESS|n|the smallest of the three dimensions
THIN|adj|has a small thickness
THINK|v|to have an opinion
THIS|adj|refers to a specified person or thing
THIS|pron|shows the person or thing referred to
THOSE|pron|shows the persons or things referred to
THROUGH|adv|movement in one end/side, out the other
THROUGH|prep|movement in one end/side, out the other
THRU|prep|from one point in a sequence to another
THUS|adv|for that reason
TIGHT|adj|not free
TIGHTEN|v|to cause to be tight
TIGHTLY|adv|in a tight manner
TILT|v|move at an angle between vertical/horizontal
TIME|n|a measurable duration; an occurrence
TO|prep|shows direction, connection, result; infinitive marker
TOGETHER|adv|in one group or position
TOLERANCE|n|permitted difference from a standard
TOO|adv|more than is necessary or correct
TOOL|n|an object used to make or do something
TOP|adj|that is uppermost
TOP|n|the uppermost position
TORQUE|v|tighten to a specified torque
TOTAL|adj|all of
TOTAL|n|the full quantity
TOUCH|v|to be in contact
TOW|v|to pull something along
TRANSMIT|v|to send energy or a signal
TRANSPARENT|adj|easy to see through
TRAVEL|n|the movement of an item
TRY|v|to make an effort to do something
TUNE|v|adjust equipment to best performance
TURN|n|one full cycle of movement around an axis
TURN|v|move around an axis or a point
TWIST|v|force that distorts; turn from torsion
TYPE|n|a specified group
TYPICAL|adj|has the important qualities of a group
UNDEMANDED|adj|occurs without an apparent cause
UNFOLD|v|open or straighten from a folded position
UNIT|n|equipment doing a function; a measurement standard
UNKNOWN|adj|not known
UNLESS|conj|except if
UNLOCK|v|release from a locked condition
UNSATISFACTORILY|adv|in an unsatisfactory manner
UNSATISFACTORY|adj|not satisfactory
UNSERVICEABLE|adj|not fit for its purpose
UNTIL|conj|up to the time that
UNTIL|prep|up to the time of
UNUSUAL|adj|not usual
UNUSUALLY|adv|in an unusual manner
UNWANTED|adj|that must not be there
UNWIND|v|remove or come off from around an object
UP|adj|in a position above
UP|adv|to a position above
UP|prep|to a position above
UPSTREAM|adj|in a direction opposite to the flow
UPSTREAM|adv|in a direction opposite to the flow
UPSTREAM OF|prep|in a direction opposite to the flow
USE|v|make something do its specified function
USUAL|adj|that occurs most frequently
USUALLY|adv|in a usual manner
VALUE|n|a quantity that is calculated or given
VERTICAL|adj|at 90 degrees to the horizon
VERTICALLY|adv|at 90 degrees to the horizon
VERY|adv|to a high degree
VIBRATION|n|regular movement from a center position
VIEW|n|the ability to see something
VISUAL|adj|that you can see
VISUALLY|adv|with the eyes
VOICE|n|the sound you make when you speak
VOLUME|n|space an object fills; loudness of sound
WAIT|v|stop doing something while another occurs
WALK|v|move on foot from one location to another
WANT|v|to intend, to desire
WARM|adj|moderately hot
WE|pron|the manufacturer or organization releasing the doc
WEAK|adj|small strength, power, or concentration
WEAR|v|become damaged by friction
WEATHER|n|conditions of the atmosphere
WEIGH|v|measure the weight of; have a weight
WEIGHT|n|force from gravity acting on an object's mass
WET|adj|has liquid on, in, or absorbed into it
WHEN|conj|at the time that or during
WHERE|conj|at, to, or in which location
WHICH|pron|the thing or things that
WHILE|conj|at the same time
WHO|pron|the person or personnel that
WIDE|adj|has a specified or large width
WIDTH|n|smaller of two dimensions; second-largest of three
WILL|v|shows simple future tense
WIND|v|move around and around an object
WITH|prep|shows association, help, or means
WITHOUT|prep|not with
WORK|n|what you do using physical or mental power
WRITE|v|record data as words, letters, or symbols
YES|adv|shows the positive answer to a question
YOU|pron|the reader or the user
YOUR|adj|related to the reader or the user

## UNAPPROVED_WORDS
abaft|prep|AFT OF
abandon|v|GO,STOP
abate|v|DECREASE
ability|n|CAN
able|adj|CAN
abnormal|adj|UNUSUAL,INCORRECT
abnormality|n|DEFECT
abrupt|adj|SUDDEN,SUDDENLY
absence|n|NONE,NOT,NO
absent|adj|MISSING,NO
absolutely|adv|FULLY
absorption|n|ABSORB
abundant|adj|LARGE
abut|v|TOUCH
accelerate|v|INCREASE,FASTER
acceptable|adj|PERMITTED,SATISFACTORY,SERVICEABLE
acceptance|n|ACCEPT
accessible|adj|ACCESS
accommodate|v|LET
accomplish|v|DO,COMPLETE
according to|prep|REFER
account for|v|MAKE SURE
accumulate|v|COLLECT
accumulation|n|QUANTITY,COLLECT
accuracy|n|PRECISION
achieve|v|GET
acquire|v|GET
acrid|adj|DANGEROUS
act|v|NONE
action|n|STEP,PROCEDURE,TASK
activity|n|TASK,PROCEDURE,WORK
actuate|v|START,OPERATE,PUSH
actuation|n|OPERATION
addition|n|ADD
additional|adj|MORE
adequate|adj|SUFFICIENT
adhere|v|BOND,OBEY
adhesion|n|BOND
adjoining|adj|ADJACENT
admit|v|LET
adopt|v|USE
advance|n|FORWARD
advance|v|SET,FORWARD
adverse|adj|BAD
advisable|adj|RECOMMEND
advise|v|TELL,RECOMMEND
affect|v|EFFECT
aggravate|v|INCREASE
agitate|v|SHAKE
agitation|n|SHAKE
ahead|adv|FORWARD
aid|v|HELP
aim|v|POINT
air-dry|v|DRY
alert|v|TELL
alignment|n|ALIGN
allocate|v|GIVE
allow|v|LET
allowable|adj|PERMITTED,APPROVED
already|adv|IN PROGRESS,NO OTHER
alter|v|CHANGE
alteration|n|CHANGE
alternate|adj|ALTERNATIVE,EACH SECOND
alternate|v|THEN
alternately|adv|IN ONE...AND THEN THE OTHER
alternatively|adv|ALTERNATIVE
amend|v|CHANGE
amendment|n|CHANGE
among|prep|IN
amount|n|QUANTITY
analyze|v|ANALYSIS
anchor|v|ATTACH
ancillary|adj|AUXILIARY,SECONDARY
annotation|n|WRITE,RECORD
annunciate|v|SHOW
another|adj|ONE MORE,DIFFERENT,AGAIN
anticlockwise|adv|COUNTERCLOCKWISE
any|adj|NONE
any|pron|ONE
anytime|adv|WHEN
aperture|n|OPENING
apparent|adj|SEE,FIND
appear|v|SHOW,VIEW,THINK,POSSIBLE
application|n|APPLY
appoint|v|TELL
approach|v|GO NEAR
appropriate|adj|APPLICABLE
approve|v|APPROVAL
arise|v|OCCUR,CAUSE
arrange|v|PUT
arrangement|n|CONFIGURATION,PREPARE
arrest|v|STOP,HOLD
arrive|v|GET
article|n|OBJECT
as|conj|BECAUSE,WHILE,AS FOLLOWS,AS NECESSARY,AS SHOWN
ascertain|v|MAKE SURE
ask|v|TELL,SPEAK
assess|v|CALCULATE,ESTIMATE
assessment|n|ESTIMATE,CALCULATE
assign|v|GIVE
assist|v|HELP
assistance|n|AID,HELP
associated|adj|CORRECT,RELATED,ITS,THEIR
assume|v|THINK
assure|v|MAKE SURE
as to|prep|ABOUT
asymmetric|adj|NOT SYMMETRICAL
attachment|n|ATTACH
attain|v|SHOW,BE,GET
attempt|n|TRY
attempt|v|TRY
attention|n|AID,CAREFUL,MONITOR
audible|adj|HEAR,LISTEN
augment|v|INCREASE
aurally|adv|LISTEN,HEAR
authentic|adj|ACCURATE
authorized|adj|APPROVED
avert|v|PREVENT
avoid|v|PREVENT,DO NOT
aware|adj|KNOW,TELL
back|adj|REAR
back|n|REAR
back and forth|adv|DIRECTION
back off|v|LOOSEN
backup|n|EMERGENCY,AUXILIARY
backward|adv|REARWARD
badly|adv|INCORRECTLY,UNSATISFACTORILY,DECREASE
bank|v|BANK
bared|adj|BARE
base|n|BOTTOM
base|v|USE
begin|v|START
beginning|n|START,SOURCE
below|adv|FOLLOW,THESE
beneath|prep|BELOW
beside|prep|ADJACENT TO
beware|v|CAREFUL
beyond|prep|MORE THAN
big|adj|LARGE
bind|v|FREELY,WIND AROUND
blank|v|SEAL,CAP,COVER
blend|v|MIX
block|v|CAUSE A BLOCKAGE
blot|v|DRY
blunted|adj|BLUNT
bolt|v|ATTACH
both|adj|THE TWO
bottom|v|TOUCH
bounds|n|LIMIT
brace|v|HOLD,STRONG
branch|v|DIVIDE
breadth|n|WIDTH
break|n|STOP
breakdown|n|STOP
brilliance|n|INTENSITY,BRIGHT
bring|v|MOVE,PUT
briskly|adv|QUICKLY
broadcast|v|TRANSMIT
brush|v|BRUSH
brush on|v|BRUSH
build|n|STRUCTURE
build|v|ASSEMBLE
bump|v|HIT
burst|v|BREAK
butt|v|TOUCH
by means of|prep|WITH
calculation|n|CALCULATE
call|v|TELL
cap|v|SEAL,CAP,COVER
capability|n|FUNCTION,CAN
capable|adj|APPROVED,CAN
care|n|PRECAUTION,CAREFUL,CAREFULLY
carry|v|TRANSMIT,TRANSPORT
carry out|v|DO,MEASURE
case|n|CONDITION
case (in case of)|conj|IF
categorize|v|CATEGORY
caution|v|TELL
cautiously|adv|CAREFULLY
cavity|n|HOLE,SPACE
cease|v|STOP
center|v|CENTER
centralize|v|CENTER
certain|adj|SURE,SOME,SPECIFIED
certify|v|WRITE,APPROVAL
chafe|v|RUB
chafed|adj|WORN
chance (by chance)|n|RISK,ACCIDENTALLY
channel|v|CHANNEL
characteristic|n|PROPERTY,QUALITY
check|v|MAKE SURE,MEASURE,EXAMINE
chip|n|PARTICLE
chip|v|DAMAGED
chock|v|CHOCK
choice|n|SELECTION,ALTERNATIVE
choose|v|SELECT,ALTERNATIVE
circa|prep|APPROXIMATELY
circle|v|AROUND
circulate|v|SUPPLY
clamp|v|ATTACH,PUT
classification|n|CLASS,CATEGORY
cleanliness|n|CLEAN
clear|v|CLEAN
click|v|CLICK
clip|v|CUT,ATTACH
close|adj|NEAR
closely|adv|CAREFULLY
close to|adv|NEAR
coat|n|LAYER
coat|v|LAYER
coating|n|LAYER
cock|v|SET
code|v|IDENTIFY,CODE
coil|v|WIND
coincide|v|ALIGN
coincident|adj|SYNCHRONIZED,ALIGN
collapse|v|CLOSE,FALL
color code|v|IDENTIFY,CODE
colored|adj|COLOR
combine|v|MIX,PUT TOGETHER
combustible|adj|FLAMMABLE
commence|v|START
commencement|n|START
common|adj|SAME
communicate|v|CONTACT,SPEAK,HEAR,COMMUNICATION
comparison|n|COMPARE
compile|v|MAKE A LIST,RECORD,COLLECT
complete|adj|FULL,ALL,COMPLETED
completely|adv|FULLY
completion|n|END,COMPLETE
complicated|adj|NOT EASY
comply|v|OBEY
comprehensive|adj|FULL
comprise|v|HAVE,CONTAIN
compulsory|adj|MANDATORY
compute|v|CALCULATE
concentrate|v|ALL
concern|v|APPLICABLE
conclusion|n|END,RESULT
concurrently|adj|AT THE SAME TIME
conduct|v|DO
confine to|v|ONLY
confirm|v|MAKE SURE
conflict|n|DIFFERENT,AGREE
conform|v|AGREE
conformance|n|AGREE
conformity|n|AGREE
consecutive|adj|ONE AFTER THE OTHER
consecutively|adv|ONE AFTER THE OTHER,SEQUENCE
consequence|n|BECAUSE OF
consider|v|THINK
considerable|adj|LARGE,IMPORTANT,DANGEROUS
consist of|v|HAVE
consistent|adj|AGREE
construct|v|ASSEMBLE
consult|v|REFER
contaminant|n|CONTAMINATION
contaminated|adj|DIRTY,CONTAMINATION
contiguous|adj|ADJACENT
conventional|adj|STANDARD
converse|adj|OPPOSITE
convert|v|CHANGE
convey|v|MOVE,TELL
cool|v|DECREASE,COOL
coordinate|v|SYNCHRONIZED
copy|v|WRITE,COPY,RECORD
correctness|n|CORRECT,CORRECTLY
correspond|v|AGREE,SAME,DIFFERENT
corresponding|adj|RELATED
corrode|v|CORROSION
corrosive|adj|CORROSION
couple|v|CONNECT,ATTACH
cover|v|INCLUDE,HAVE,COVER
crack|v|OPEN,CRACK
create|v|MAKE,CAUSE
critical|adj|VERY IMPORTANT,CAREFUL
cross|v|ACROSS,CORRECTLY
curvature|n|BEND,CURVE,RADIUS
curve|v|MAKE A CURVE
cycle|v|CYCLE
damage|v|DAMAGE
damp|adj|MOIST
dampen|v|DECREASE,MAKE MOIST
danger|n|RISK,DANGEROUS
dangerously|adv|DANGEROUS
deadly|adj|KILL
deaerate|v|BLEED,AIR
dearm|v|DISARM,REMOVE
decay|v|DECREASE
decelerate|v|DECREASE,SLOWER
decide|v|SELECT,DECISION
decontamination|n|REMOVE CONTAMINATION,CLEAN
decrease|n|DECREASE
decrement|n|INCREMENT
define|v|CALCULATE,GIVE,SPECIFIED
deflect|v|MOVE
deflection|n|MOVEMENT,POSITION,TRAVEL
deformed|adj|DAMAGED,DEFORMATION
defueling|n|DEFUEL
degrease|v|GREASE
de-ice|v|ICE
delay|n|INTERVAL,IMMEDIATELY
delay|v|AFTER
delete|v|ERASE,REMOVE
delicate|adj|EASILY DAMAGED
deliver|v|SUPPLY
delivery|n|SUPPLY
demand|v|NECESSARY
denote|v|SHOW
dent|v|DENT
depend|v|IF
deplete|v|DECREASE
deposit|n|PARTICLE,CONTAMINATION
depress|v|PUSH
depressurize|v|PRESSURE
describe|v|GIVE
deselect|v|CANCEL
design|v|HAVE
desired|adj|NECESSARY,CORRECT
destroy|v|BREAK
detach|v|DISCONNECT,DISENGAGE,REMOVE
detail|n|INSTRUCTION
detail|v|GIVE,REFER,SPECIFIED
detect|v|FIND,SENSE
determine|v|FIND,GIVE,SELECT,CALCULATE
detrimental|adj|DANGEROUS,DAMAGE
develop|v|START,CAUSE
deviate|v|OBEY
devise|v|MAKE,FIND
diagnose|v|FIND
diametrically|adv|OPPOSITE
differ|v|DIFFERENT
differentiate|v|IDENTIFY
difficult|adj|NOT EASY,NOT EASILY
difficulty|n|NOT EASY,NOT EASILY
dilute|v|MIX,ADD
dim|v|DECREASE
diminish|v|DECREASE
dip|v|MOMENTARILY
direct|v|POINT
disappear|v|VIEW
discharge|v|RELEASE,GO
discontinue|v|STOP
discover|v|FIND
discrepancy|n|DIFFERENCE
disinfect|v|DISINFECTANT
dismantle|v|DISASSEMBLE
dispatch|v|SEND
disperse|v|REMOVE
displace|v|MOVE
display|v|SHOW
dispose of|v|DISCARD
disposition|n|LOCATION,POSITION
disregard|v|IGNORE
distinct|adj|CLEAR
distinctly|adv|CLEARLY
distort|v|TWIST
distribute|v|APPLY,SUPPLY
distribution|n|SUPPLY
disturb|v|MOVE,CHANGE
don|v|USE,PUT ON
doubt|n|NOT SURE,THINK
downward|adv|DOWN
drag|v|PULL
draw|v|MAKE,PULL
dress|v|USE,PUT ON
drift|v|MOVE,REMOVE
drive|v|MOVE,REMOVE,OPERATE
droop|v|MOVE
drop|v|FALL,DECREASE
due to|prep|BECAUSE OF,BECAUSE
dull|adj|DIM,MATT
duration|n|DURING
dust|v|APPLY
early|adj|SHORT
earth|n|GROUND
earth|v|GROUND
ease|n|EASILY,EASY
ease|v|CAREFULLY REMOVE,CAREFULLY MOVE
effect|v|DO
effective|adj|GOOD
efficacious|adj|GOOD
efficient|adj|SATISFACTORY
efficiently|adv|SATISFACTORILY
efflux|n|EXHAUST
effort|n|FORCE,TRY
either|adj|ONE OF THE TWO
either|conj|OR
either|pron|ONE OR THE OTHER
ejection|n|EJECT
elapse|v|TIME,AFTER,INTERVAL
eliminate|v|REMOVE,STOP,PREVENT
emit|v|FROM
employ|v|USE,HAVE
empty|v|REMOVE
enable|v|LET
encircle|v|AROUND
enclosed|adj|CLOSED
encounter|v|BE,FIND
end|v|STOP,COMPLETE
enforce|v|OBEY
engagement|n|ENGAGE
enlarge|v|INCREASE,LARGE
enough|adj|SUFFICIENT
ensue|v|CAUSE
ensure|v|MAKE SURE
enter|v|GO INTO,RECORD,ENTRY
entire|adj|FULL,ALL
entirely|adv|FULLY
equal|v|SAME,EQUAL
equip|v|INSTALL
equipped|adj|HAVE
erect|v|ASSEMBLE,BECOME STABLE
erratic|adj|IRREGULAR
escape|v|DEFLATE,RELEASE
establish|v|MAKE SURE
estimate|v|ESTIMATE
evaluate|v|EXAMINE,ANALYSIS
evaluation|n|EXAMINE,ANALYSIS
evaporate|v|DRY
even|adj|SMOOTH,SAME,FLAT,FLUSH,LEVEL
evenly|adv|GRADUALLY,EQUALLY
event|n|IF
eventually|adv|SOME TIME
every|adj|ALL,EACH,INTERVAL
evidence|n|INDICATION,SIGN,SHOW
evidence|v|SHOW,FIND
evident|adj|FIND
exact|adj|ACCURATE,CORRECT
exactly|adv|ACCURATELY,FULLY,CORRECT
examination|n|EXAMINE,FIND
exceed|v|MORE THAN
except|prep|NONE
exception|n|NONE
exceptional|adj|UNUSUAL
exceptionally|adv|UNUSUALLY
excess|adj|TOO MUCH,MORE THAN,UNWANTED,NOT NECESSARY
excess|n|TOO MUCH,MORE THAN
excessive|adj|TOO MUCH,MORE THAN
excessively|adv|TOO MUCH,MORE THAN
exchange|v|INTERCHANGE,REPLACE
exclude|v|NOT INCLUDE,NOT USE
excluding|prep|WITHOUT
execute|v|DO
exempt|adj|NO,NOT SHOW
exercise|v|MAKE SURE,CAREFUL
exert|v|APPLY,PUT
exhale|v|BREATHE
exhaust|v|REMOVE,DECREASE,RELEASE
exhaustive|adj|ALL,FULL
exist|v|BE
expect|v|POSSIBLE
expel|v|REMOVE,BLEED,RELEASE
explain|v|TELL
expose|v|GET
extent|n|DEPTH,LENGTH,WIDTH
exterior|n|EXTERNAL
extra|adj|MORE
extract|v|REMOVE
extreme|adj|VERY HIGH,VERY BAD,VERY COLD,VERY HOT
extremely|adv|VERY
exude|v|OUT OF
fabricate|v|MAKE
face|v|POINT,TURN
facilitate|v|HELP,MAKE EASIER
facility|n|NONE
factor|n|CAUSE
fail|v|IF NOT,FAILURE,UNSATISFACTORY
failed|adj|DEFECTIVE,UNSERVICEABLE
failure|n|IF NOT
faint|adj|DIM,INTENSITY
fall|n|DECREASE
false|adj|INCORRECT
falter|v|SMOOTHLY,CONSTANT
familiar|adj|KNOW
fashion|n|PROCEDURE
fast|adv|QUICKLY
fasten|v|ATTACH,CONNECT
fatal|adj|KILL
faulty|adj|DEFECTIVE,INCORRECT,UNSERVICEABLE,UNSATISFACTORY
fear|v|THINK,MAKE SURE
feasible|adj|POSSIBLE,CAN
feature|v|HAVE
feed|v|PUT,SUPPLY
few|adj|SMALL NUMBER
few (a few)|adj|SOME
file|v|REMOVE
filing|n|PARTICLE
film|n|LAYER
filter|v|FILTER
final|adj|LAST
finding|n|RESULT
fine|adj|SMALL
finger-tighten|v|TIGHTEN WITH YOUR FINGERS
finish|v|COMPLETE
firmly|adv|TIGHTLY
fit|v|INSTALL,ATTACH,CORRECT
fix|v|ATTACH,SET,REPAIR,INSTALL
flatness|n|FLAT
flatten|v|FLAT
flaw|n|DAMAGE,DEFECTIVE
flex|v|BEND
flood|v|USE TOO MUCH
fluctuate|v|CONSTANT
focus|v|FOCUS
fold|n|FOLD
following|adj|THESE,FOLLOW
forbidden|adj|DO NOT,NOT PERMITTED
force|v|PUSH,FORCE
forecast|v|POSSIBLE
foreign|adj|UNWANTED
foremost|adj|FRONT
form|n|SHAPE
form|v|BE
fortify|v|STRONG
foul|v|CATCH,HIT,TOUCH,CLEARANCE
fouled|adj|DIRTY,CLOGGED,CATCH
fragile|adj|EASILY DAMAGED
free from|adj|NO
free|v|RELEASE
fresh|adj|CLEAN,NEW
fuel|v|REFUEL
fulfill|v|OBEY
function|v|OPERATE,MOVE
fundamental|adj|IMPORTANT
further|adj|MORE
further|adv|MORE
gain|n|INCREASE
gain|v|GET
gall|v|GALLING
gap|n|CLEARANCE,DISTANCE,SPACE
garbled|adj|CLEAR,CLEARLY
garner|v|COLLECT
gaseous|adj|GAS
gash|v|DAMAGED
gather|v|COLLECT
gauge|v|MEASURE
generally|adv|USUALLY
generate|v|BE,GIVE,SUPPLY
generous|adj|LARGE,THICK
generously|adv|LARGE,THICK
gentle|adj|CAREFULLY,LIGHTLY
gently|adv|CAREFULLY,LIGHTLY
genuine|adj|CORRECT
get|v|BECOME
get away|v|GO AWAY
get down|v|DECREASE,GO DOWN
get into|v|GO INTO
get off|v|MOVE OFF
get to|v|BE,GO,INCREASE
gleam|v|SHINY
glitch|n|ERROR,FAILURE,UNSERVICEABLE
gloss|n|SHINY
glow|v|BE
glue|v|BOND,ATTACH
gouge|v|GOUGE
govern|v|CONTROL
grab|v|USE,HOLD
gradient|n|SLOPE
gradual|adj|GRADUALLY
graph|v|GRAPH
grasp|v|HOLD
grave|adj|DANGEROUS
grease|v|LUBRICATE,GREASE
great|adj|LARGE,MORE THAN,VERY
greatly|adv|VERY MUCH
grip|n|HOLD
grip|v|HOLD
grow|v|BECOME
guard|v|GUARD
guide|v|PUT,MOVE
gush|v|FLOW
halt|v|STOP
halve|v|HALF
hamper|v|PREVENT
handle|v|MOVE,TOUCH,USE,CAREFUL
hand-tight|adj|TIGHTEN WITH YOUR HAND
hand-tighten|v|TIGHTEN WITH YOUR HAND
happen|v|OCCUR
harden|v|HARD,CURE
harm|v|INJURY,IRRITATION
harmful|adj|DANGEROUS,INJURY
harmonize|v|AGREE,ALIGN
haul|v|TOW,MOVE
have to|v|NONE
hazard|n|DANGEROUS
hazardous|adj|DANGEROUS
hazy|adj|HAZE
head|v|POINT
heat|v|HEAT,HOT
heighten|v|INCREASE
help|n|AID
helpful|adj|HELP
hesitation|n|SMOOTHLY,CORRECTLY,IMMEDIATELY
highly|adv|VERY
hinder|v|PREVENT,DECREASE,BLOCKAGE,CLOGGED
hinge|v|TURN
hitch|v|CONNECT
hoist|v|LIFT
hold|n|HOLD
hold back|v|PREVENT
hold off|v|PREVENT
hook|v|PUT
hook up|v|CONNECT
house|v|CONTAIN
however|adv|BUT
huge|adj|LARGE
hum|v|HUM
hurt|v|INJURY
identical|adj|SAME
idle|v|IDLE
ignite|v|IGNITION
immediate|adj|IMMEDIATELY
immerse|v|SOAK,PUT FULLY INTO
immobilize|v|LOCK,PREVENT MOVEMENT
impact|n|HIT
impact|v|HIT,EFFECT
impair|v|DECREASE,OPERATE INCORRECTLY,CAUSE DAMAGE
implement|v|DO
implementation|n|DO
impossible|adj|NOT POSSIBLE,CANNOT
impregnate|v|SOAK
impression|n|THINK
improper|adj|INCORRECT
improperly|adv|INCORRECTLY
improve|v|BETTER
impurity|n|UNWANTED MATERIAL,CONTAMINATION
inactive|adj|NOT ACTIVE
inadvertent|adj|ACCIDENTAL
inadvertently|adv|ACCIDENTALLY
incline|n|SLOPE
including|prep|THRU,WITH
incompatible|adj|NOT COMPATIBLE
incomplete|adj|NOT FULL,NOT COMPLETED,ALL
incorporate|v|INCLUDE,HAVE
incorporation|n|INCLUDE
increase|n|INCREASE
incur|v|CAUSE
independent|adj|INDEPENDENTLY
indicate|v|SHOW,IDENTIFY,SPECIFIED
induce|v|CAUSE
ineffective|adj|UNSERVICEABLE,UNSATISFACTORY,NOT OPERATE
inflammable|adj|FLAMMABLE
inform|v|TELL
ingest|v|SWALLOW
ingress|n|GO INTO
inhale|v|BREATHE
inhibit|v|PREVENT
initiate|v|START
inject|v|PUT
injection|n|PUT
injure|v|INJURY
inoperative|adj|OFF,NOT OPERATE
insert|v|PUT,ENGAGE
inside|adj|INNER
inside|n|INNER
inside|prep|IN,INTO
inspect|v|EXAMINE,INSPECTION
instead|adv|ALTERNATIVE
instead of|prep|ALTERNATIVE
insufficient|adj|NOT SUFFICIENT
insure|v|MAKE SURE
intact|adj|NOT DAMAGED
integral|adj|PART
interconnect|v|CONNECT
interfere|v|HIT,CATCH,TOUCH,INTERFERENCE
interference|n|HIT,CATCH,TOUCH
interior|n|INTERNALLY,INTERNAL
intermediate|adj|MIDDLE,BETWEEN
interrupt|v|STOP
intersect|v|INTERSECTION
investigate|v|INVESTIGATION
inward|adj|INNER
inward|adv|IN
irregularity|n|DAMAGE,DEFECT,IRREGULAR,UNUSUAL
isolation|n|ISOLATE
jack|v|JACK
jam|v|FREELY
job|n|WORK,TASK
join|v|BOND,ATTACH,CONNECT
just|adv|IMMEDIATELY
key|v|REFER,KEY
kind|n|TYPE
kink|v|KINK
knock|v|HIT
label|v|IDENTIFY,LABEL
lack|n|NOT SUFFICIENT
land|v|LANDING
last|v|CONTINUE
later|adj|SUBSEQUENT,THEN
later|adv|SUBSEQUENTLY,WHEN,AFTER
lay|v|PUT
lead|v|PUT
leak|v|LEAK
least|adv|MINIMUM
least (at least)|adv|MINIMUM
leave|v|KEEP,LET STAY,GO
left-hand|adj|LEFT
legible|adj|READ
lengthen|v|INCREASE
lethal|adj|KILL
level|v|LEVEL
liberal|adj|LARGE,THICK
liberally|adv|LARGE,THICK
lie|v|BE
light|v|COME ON
limitation|n|LIMIT
limited|adj|SMALL
link|v|CONNECT,ATTACH
list|v|RECORD,SHOW,LIST
little|adj|SMALL,SHORT,NOT SUFFICIENT
little (a little)|adj|SMALL QUANTITY
little (a little)|adv|SMALL
load|v|INSTALL,LOAD
locate|v|FIND,ENGAGE,PUT
log|v|RECORD
long (as long as)|conj|WHILE
long (no longer)|adv|NOT AT THIS TIME,UNTIL NOT
loop|v|LOOP
lose|v|DECREASE
lost|adj|DECREASE,NOT FIND
lowermost|adj|BOTTOM
lukewarm|adj|WARM
main|adj|PRIMARY
